ID;CECO;OI;SUCURSAL;DEPARTAMENTO;MUNICIPIO;LOCALIDAD;DIRECCION_SUCURSAL;TELEFONO_SUCURSAL;CORREO_SUCURSAL;NOMBRE_CONTACTO;TELEFONO_CONTACTO;CORREO_CONTACTO;Aseo;Cafeteria;Higienicos;EPP;Dotación;Maquinaria
10223;;;121365-JINF-SDIS-EL VIRREY SEMILLAS AMBIKA PIJAO-;11;11001;1805;KR 8 D 81 SUR 36 (NUEVA);3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10224;;;121659-JINF-SDIS-ARTESANOS DE SONRISAS;11;11001;1806;CL 75 SUR 10 67 (NUEVA);3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10225;;;121745-JINF-SDIS-PEBLES Y BAMBAM-;11;11001;1807;CL 76 B SUR 8 C 12;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10226;;;122142-JINF-SDIS-FISCALA;11;11001;1808;"CL 64 SUR 2  14 ESTE
CL 64 SUR 2 C 16 ESTE";3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10227;;;122143-JINF-SDIS-GRAN YOMASA;11;11001;1809;"KR 5 83 14 SUR (NUEVA)
CL 84 3 A 13 SUR (ANTIGUA)";3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10228;;;122144-JINF-SDIS-MARICHUELA;11;11001;1810;CL 77 A SUR 14 C 32;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10229;;;122145-JINF-SDIS-NEVADO;11;11001;1811;CL 68 C SUR 6 A 50;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10230;;;122146-JINF-SDIS-NUEVA ESPERANZA OLI;11;11001;1812;CL 75 C SUR 2 36;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10231;;;122148-JINF-SDIS-SANTA MARTA;11;11001;1813;CL 68 C SUR 9 A 50;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10232;;;122339-JINF-SDIS-LA FORTALEZA DEL OSO;11;11001;1814;CL 71 D 14 - 64 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10233;;;122560-JINF-SDIS-RESO-SANTA MARTA-;11;11001;1815;CL 68 C SUR 9 A 50;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10234;;;122626-JINF-SDIS-RESO-BETANIA-;11;11001;1816;CL 76 B SUR 5 64;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10235;;;165-JINF-SDIS-EL OASIS-;11;11001;1817;KR 14 G BIS 133 A 22 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10236;;;167-JINF-SDIS-MARIA MICAELA-;11;11001;1818;KR 14 C ESTE 90 A 07 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10237;;;113370- CAMA CENTRO AMAR USME;11;11001;1819;CL 91 SUR 3C-34 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10238;;;121582-JINF-SDIS-AMIGUITOS DEL VALLE DE CAFAM-;11;11001;1820;CL 92 BIS SUR 14 H 09;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10239;;;121744-JINF-SDIS-MONTEBLANCO-;11;11001;1821;"CL 95 SUR 3 A 10 (antigua)
CL 95 SUR 14 C 46";3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10240;;;121756-JINF-SDIS-USME CENTRO;11;11001;1822;CL 137 B SUR 13 66;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10241;;;121879-JINF-SDIS-CASA LOMA;11;11001;1823;TV 8 B ESTE 88 I 41 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10242;;;121880-JINF-SDIS-TENERIFE;11;11001;1824;CL 91 A SUR 14 90;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10243;;;121881-JINF-SDIS-LORENZO ALCANTUZ;11;11001;1825;DG 102 SUR 4 21 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10244;;;121882-JINF-SDIS-COMUNEROS ASVECOM;11;11001;1826;KR 1 C 96 56 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10245;;;121883-JINF-SDIS-CHUNIZA;11;11001;1827;KR 9 84 A 82 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10246;;;122021-JINF-SDIS-LAS FLORES;11;11001;1828;KR 12 H ESTE 89 32 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10247;;;122141-JINF-SDIS-ALASKA;11;11001;1829;"DG 100 B SUR 5 A 05 (NUEVA)
DG 100 B SUR 3 A 21  ESTE (ANTIGUA)";3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10248;;;122147-JINF-SDIS-PUERTA AL LLANO;11;11001;1830;CL 107 SUR 7 D 14 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10249;;;122149-JINF-SDIS-SERRANIAS;11;11001;1831;DG 96 SUR 2 A 67 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10250;;;122638-JINF-SDIS-RESO-CHUNIZA ;11;11001;1832;KR 9 84 A 82 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10251;;;122652 JINF SDIS NOC Chuniza;11;11001;1833;KR 9 84 A 82 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10252;;;Comedor Comunitario Usme;11;11001;1834;Kr 3 Este 91 39 Sur;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10253;;;Casa de la Sabiduría Celebra la Vida;11;11001;1835;CR 14C 73D 36 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10254;;;Casa de la Sabiduría San David;11;11001;1836;Calle 86 A Sur # 7 - 79 Este ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10255;;;Casa de la Sabiduria San David;11;11001;1837;Calle 86 A Sur # 7 - 79 Este ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
